episode,episode_reward
0,12.19999999999999
1,9.099999999999989
2,10.199999999999994
3,7.499999999999992
4,12.099999999999993
5,9.499999999999995
6,10.19999999999999
7,10.299999999999994
8,13.19999999999999
9,10.099999999999989
10,10.299999999999988
11,8.299999999999994
12,9.09999999999999
13,11.899999999999988
14,12.49999999999999
15,10.09999999999999
16,9.499999999999995
17,7.99999999999999
18,9.699999999999992
19,9.399999999999988
20,11.19999999999999
21,10.59999999999999
22,10.099999999999989
23,9.099999999999993
24,11.19999999999999
25,7.7999999999999945
26,11.999999999999991
27,11.69999999999999
28,9.09999999999999
29,12.49999999999999
30,8.999999999999995
31,10.09999999999999
32,8.499999999999998
33,7.699999999999996
34,10.199999999999996
35,13.699999999999989
36,9.499999999999991
37,11.19999999999999
38,12.69999999999999
39,11.09999999999999
40,8.69999999999999
41,13.699999999999989
42,11.599999999999993
43,11.299999999999988
44,12.599999999999989
45,9.399999999999991
46,12.799999999999988
47,11.899999999999988
48,12.499999999999986
49,12.599999999999989
50,12.099999999999987
51,9.799999999999995
52,10.399999999999988
53,11.499999999999988
54,7.999999999999995
55,11.89999999999999
56,12.599999999999989
57,10.89999999999999
58,12.099999999999989
59,10.29999999999999
60,11.29999999999999
61,12.99999999999999
62,13.999999999999988
63,12.899999999999995
64,13.599999999999989
65,11.699999999999989
66,11.999999999999991
67,13.899999999999988
68,15.699999999999989
69,12.099999999999987
70,12.199999999999992
71,10.89999999999999
72,11.09999999999999
73,16.399999999999988
74,11.699999999999985
75,15.79999999999999
76,14.099999999999989
77,11.49999999999999
78,15.499999999999991
79,10.099999999999989
80,11.699999999999989
81,14.69999999999999
82,13.799999999999988
83,12.399999999999991
84,13.39999999999999
85,15.69999999999999
86,13.299999999999988
87,13.19999999999999
88,11.69999999999999
89,12.799999999999988
90,13.39999999999999
91,14.79999999999999
92,12.699999999999989
93,16.099999999999987
94,14.599999999999989
95,18.199999999999992
96,13.59999999999999
97,15.99999999999999
98,13.49999999999999
99,16.69999999999999
100,15.599999999999987
101,17.999999999999993
102,13.399999999999991
103,13.899999999999991
104,16.19999999999999
105,13.39999999999999
106,15.799999999999988
107,15.599999999999989
108,16.39999999999999
109,14.79999999999999
110,17.799999999999994
111,15.099999999999987
112,17.999999999999996
113,12.499999999999988
114,15.299999999999988
115,18.999999999999993
116,15.099999999999989
117,15.999999999999986
118,16.499999999999993
119,15.799999999999986
120,16.599999999999987
121,17.29999999999999
122,16.599999999999987
123,18.499999999999993
124,15.99999999999999
125,17.29999999999999
126,17.799999999999994
127,17.09999999999999
128,14.499999999999988
129,14.89999999999999
130,17.699999999999996
131,17.499999999999993
132,18.499999999999993
133,15.799999999999988
134,17.099999999999994
135,16.79999999999999
136,16.999999999999986
137,17.599999999999987
138,20.299999999999997
139,16.599999999999987
140,14.899999999999986
141,14.999999999999988
142,20.699999999999996
143,17.299999999999997
144,16.799999999999986
145,17.999999999999993
146,19.199999999999996
147,19.89999999999999
148,18.499999999999993
149,21.2
150,16.19999999999999
151,17.19999999999999
152,20.999999999999993
153,16.19999999999999
154,17.999999999999993
155,17.399999999999995
156,17.499999999999986
157,17.29999999999999
158,15.199999999999989
159,16.19999999999999
160,17.89999999999999
161,16.799999999999986
162,21.199999999999996
163,15.499999999999986
164,21.200000000000003
165,17.39999999999999
166,19.5
167,19.499999999999996
168,16.89999999999999
169,17.19999999999999
170,15.799999999999985
171,19.899999999999995
172,21.8
173,18.799999999999997
174,19.5
175,19.0
176,19.79999999999999
177,20.199999999999996
178,19.39999999999999
179,20.899999999999995
180,18.29999999999999
181,23.000000000000007
182,18.499999999999993
183,18.099999999999994
184,19.599999999999998
185,17.499999999999996
186,21.5
187,18.39999999999999
188,18.499999999999986
189,20.9
190,19.4
191,20.899999999999995
192,18.4
193,17.999999999999993
194,20.999999999999993
195,17.69999999999999
196,20.299999999999997
197,19.999999999999996
198,18.29999999999999
199,20.09999999999999
200,21.999999999999996
201,20.9
202,20.1
203,20.099999999999998
204,21.9
205,21.599999999999994
206,22.6
207,20.799999999999997
208,18.499999999999993
209,23.999999999999996
210,20.000000000000004
211,19.099999999999998
212,17.79999999999999
213,18.299999999999994
214,17.799999999999997
215,22.799999999999997
216,21.400000000000002
217,21.299999999999997
218,21.7
219,23.80000000000001
220,25.10000000000001
221,20.6
222,24.999999999999996
223,18.599999999999987
224,21.9
225,21.599999999999994
226,20.4
227,29.00000000000002
228,20.699999999999996
229,23.200000000000006
230,23.5
231,21.299999999999997
232,21.0
233,20.699999999999996
234,20.599999999999998
235,22.599999999999998
236,22.0
237,23.600000000000005
238,22.4
239,22.6
240,22.999999999999996
241,25.40000000000001
242,24.39999999999999
243,24.5
244,23.299999999999997
245,21.999999999999996
246,21.900000000000002
247,23.299999999999997
248,23.200000000000003
249,22.2
250,25.70000000000001
251,23.900000000000006
252,23.5
253,23.699999999999996
254,23.9
255,22.6
256,23.0
257,23.90000000000001
258,22.199999999999996
259,22.199999999999996
260,23.4
261,22.900000000000002
262,25.400000000000016
263,23.500000000000004
264,24.200000000000003
265,25.700000000000003
266,23.0
267,27.20000000000001
268,17.699999999999992
269,21.699999999999996
270,22.500000000000004
271,19.199999999999996
272,24.1
273,22.099999999999994
274,24.099999999999994
275,23.4
276,22.199999999999996
277,22.700000000000003
278,22.099999999999994
279,23.10000000000001
280,22.199999999999996
281,25.1
282,26.500000000000007
283,23.800000000000004
284,21.6
285,22.9
286,25.10000000000001
287,24.299999999999994
288,25.0
289,26.100000000000016
290,26.1
291,26.500000000000014
292,26.400000000000006
293,23.200000000000003
294,22.6
295,25.100000000000016
296,25.600000000000005
297,27.000000000000007
298,25.0
299,23.400000000000006
300,25.400000000000016
301,25.700000000000003
302,25.70000000000001
303,24.1
304,26.400000000000006
305,23.5
306,25.7
307,24.599999999999998
308,26.200000000000014
309,27.60000000000001
310,24.6
311,26.300000000000004
312,22.000000000000004
313,25.800000000000004
314,25.10000000000001
315,25.7
316,29.40000000000002
317,26.200000000000006
318,25.10000000000001
319,28.80000000000001
320,26.20000000000001
321,26.80000000000001
322,23.699999999999996
323,21.600000000000005
324,23.599999999999998
325,23.900000000000006
326,26.5
327,25.900000000000016
328,28.500000000000007
329,25.20000000000001
330,29.100000000000016
331,22.300000000000004
332,25.9
333,25.300000000000004
334,24.400000000000006
335,27.60000000000001
336,25.400000000000006
337,27.100000000000016
338,22.3
339,25.9
340,25.9
341,26.300000000000004
342,24.100000000000012
343,24.400000000000006
344,24.299999999999997
345,25.70000000000001
346,25.10000000000001
347,26.200000000000003
348,25.3
349,26.400000000000006
350,26.900000000000006
351,26.8
352,27.100000000000005
353,28.60000000000001
354,30.000000000000007
355,26.200000000000006
356,28.900000000000006
357,27.600000000000005
358,29.70000000000001
359,29.000000000000007
360,27.100000000000016
361,26.40000000000001
362,27.900000000000016
363,24.399999999999995
364,24.70000000000001
365,25.900000000000006
366,28.20000000000001
367,27.40000000000001
368,24.6
369,27.20000000000001
370,28.10000000000001
371,27.6
372,25.3
373,27.40000000000001
374,28.100000000000012
375,28.700000000000014
376,25.60000000000001
377,25.30000000000002
378,27.10000000000001
379,22.0
380,28.70000000000001
381,29.000000000000007
382,26.000000000000007
383,31.70000000000001
384,28.700000000000006
385,25.400000000000013
386,27.800000000000008
387,28.000000000000004
388,26.699999999999996
389,26.10000000000001
390,28.000000000000007
391,26.40000000000001
392,31.000000000000018
393,26.20000000000001
394,27.20000000000001
395,25.80000000000001
396,26.30000000000002
397,28.400000000000006
398,30.000000000000007
399,26.400000000000013
400,26.3
401,27.100000000000005
402,27.800000000000004
403,28.700000000000014
404,27.400000000000013
405,27.800000000000004
406,30.000000000000007
407,26.60000000000001
408,28.800000000000008
409,27.100000000000005
410,28.900000000000006
411,28.10000000000001
412,27.000000000000014
413,28.70000000000001
414,27.6
415,27.000000000000014
416,27.900000000000006
417,25.000000000000004
418,28.30000000000001
419,29.600000000000005
420,27.70000000000001
421,27.400000000000006
422,28.60000000000001
423,28.300000000000015
424,26.700000000000006
425,28.500000000000014
426,26.800000000000004
427,27.80000000000001
428,25.500000000000004
429,29.200000000000017
430,27.000000000000007
431,27.900000000000006
432,19.400000000000002
433,27.1
434,29.70000000000001
435,26.700000000000003
436,29.000000000000014
437,28.30000000000001
438,28.500000000000007
439,29.70000000000001
440,29.700000000000014
441,28.900000000000013
442,29.000000000000007
443,30.100000000000016
444,28.40000000000001
445,23.999999999999996
446,27.600000000000005
447,27.200000000000014
448,29.600000000000023
449,27.60000000000001
450,28.700000000000006
451,28.600000000000016
452,28.400000000000006
453,29.70000000000001
454,28.800000000000004
455,26.900000000000006
456,28.300000000000008
457,30.40000000000002
458,26.60000000000001
459,28.80000000000001
460,30.100000000000016
461,30.60000000000001
462,29.000000000000007
463,29.20000000000001
464,26.400000000000006
465,21.800000000000004
466,28.800000000000004
467,29.700000000000024
468,29.100000000000016
469,26.400000000000006
470,30.1
471,29.50000000000002
472,28.100000000000005
473,27.300000000000004
474,29.60000000000001
475,28.80000000000001
476,28.80000000000001
477,29.700000000000003
478,29.400000000000006
479,30.80000000000002
480,29.900000000000013
481,31.00000000000002
482,28.900000000000013
483,27.40000000000001
484,29.700000000000024
485,29.500000000000007
486,29.00000000000001
487,29.80000000000001
488,30.100000000000005
489,28.10000000000001
490,26.70000000000001
491,30.6
492,27.60000000000001
493,32.20000000000002
494,30.30000000000001
495,28.80000000000001
496,29.50000000000001
497,30.600000000000016
498,29.000000000000007
499,29.700000000000006
500,28.90000000000001
501,30.100000000000016
502,28.800000000000008
503,29.60000000000001
504,30.800000000000004
505,27.80000000000001
506,30.60000000000001
507,30.20000000000001
508,29.10000000000001
509,31.80000000000002
510,29.500000000000007
511,30.10000000000001
512,28.200000000000006
513,29.700000000000017
514,30.500000000000014
515,31.700000000000014
516,21.8
517,29.800000000000008
518,29.80000000000002
519,30.700000000000017
520,31.200000000000017
521,29.000000000000007
522,31.300000000000004
523,29.70000000000001
524,29.30000000000001
525,30.40000000000002
526,29.500000000000007
527,29.400000000000006
528,29.300000000000004
529,28.6
530,29.600000000000023
531,31.40000000000002
532,31.600000000000023
533,31.700000000000017
534,31.000000000000014
535,28.500000000000014
536,27.60000000000001
537,30.100000000000023
538,29.400000000000016
539,29.900000000000013
540,29.50000000000001
541,29.90000000000002
542,31.400000000000013
543,30.20000000000001
544,28.300000000000008
545,31.700000000000017
546,29.400000000000013
547,31.00000000000002
548,31.10000000000001
549,31.500000000000014
550,29.60000000000002
551,30.50000000000001
552,30.50000000000002
553,31.200000000000006
554,30.80000000000002
555,28.30000000000001
556,29.100000000000023
557,30.30000000000002
558,30.800000000000026
559,29.200000000000017
560,29.30000000000001
561,29.90000000000002
562,31.70000000000001
563,21.9
564,30.400000000000006
565,31.500000000000014
566,30.10000000000001
567,28.80000000000001
568,30.400000000000006
569,30.200000000000003
570,31.400000000000013
571,27.40000000000001
572,27.70000000000001
573,31.30000000000002
574,28.600000000000005
575,31.30000000000001
576,30.800000000000015
577,29.500000000000007
578,31.30000000000002
579,29.900000000000006
580,31.30000000000002
581,30.800000000000008
582,29.70000000000001
583,32.40000000000002
584,30.300000000000004
585,30.80000000000001
586,29.900000000000006
587,27.800000000000008
588,30.40000000000002
589,29.300000000000008
590,31.80000000000002
